#1:time pb [s], 2:l0m0 3. l1m-1 4. l1m0 5. l1m1 6. l2m-2 7. l2m-1 8. l2m0 9. l2m1 10. l2m2
1.0000000000e-02 4.3147094258e+03 -5.6756662604e-06 6.5500969413e-06 -6.6727808198e-04 1.5857063794e-06 -7.4936008354e-07 3.3450437382e-01 2.7436066275e-07 1.5320748520e-04
1.1000000000e-02 3.3184910846e+03 -3.2357621410e-06 4.7228949029e-05 -4.2015477793e-04 6.5962253913e-06 -1.6249485098e-06 2.5732071342e-01 -5.7518063781e-06 -4.5568636036e-04
1.2000000000e-02 3.6326168806e+03 -9.9294622493e-06 1.8351985318e-04 -3.9706914863e-04 2.1986319818e-05 -1.8329067918e-06 2.8175140274e-01 -1.0597968751e-05 -7.2013210135e-04
1.3000000000e-02 3.7356883968e+03 -1.1697208945e-05 2.6332159212e-04 -2.0051015997e-04 4.1513428342e-05 -5.7325575213e-06 2.8974871032e-01 3.3170156242e-06 4.2667387817e-04
1.4000000000e-02 3.7920568986e+03 -9.3921115860e-06 3.0611306391e-03 -4.2261229179e-04 2.6857447494e-04 8.1909428191e-06 2.9402774951e-01 1.7204068914e-05 1.4468494690e-03
1.5000000000e-02 3.8721863157e+03 4.4148942027e-06 7.5014153418e-03 8.0451432831e-04 6.1252419193e-04 -3.6155884281e-06 3.0303022558e-01 -5.2107048613e-05 -9.4964565443e-03
1.6000000000e-02 3.9762675959e+03 -1.0471128862e-04 4.6375799481e-03 8.7949413484e-03 3.0266818626e-04 3.0208485930e-04 3.1604921007e-01 3.9395116340e-04 -1.3824538890e-02
1.7000000000e-02 4.0525964954e+03 -2.2208725307e-05 9.7226408622e-03 7.8583251060e-03 1.0882922332e-03 -3.7398814382e-04 3.8160295037e-01 3.5939531344e-04 6.9462941543e-02
1.8000000000e-02 4.0792026350e+03 -2.7237439258e-05 1.1003673404e-02 2.7775247504e-03 6.8926668509e-04 2.7210397086e-06 3.1432801024e-01 -3.0346154844e-04 1.1003109134e-02
1.9000000000e-02 4.1123594175e+03 3.4042322154e-05 1.3832584083e-02 2.9741010430e-03 8.5223267616e-04 -1.9442077170e-05 3.1925356796e-01 -4.1015098172e-04 -3.7637798360e-03
1.9437004706e-02 4.1753987300e+03 7.3891585702e-04 4.1484776773e-03 -3.4962224609e-02 3.9025195619e-04 3.2715003659e-04 2.9793067609e-01 4.7073444134e-03 -1.7820703348e-01
2.0000000000e-02 4.1288658658e+03 -2.3732439095e-04 2.0889419573e-02 1.5388415965e-02 1.2342221616e-03 3.9162130862e-04 2.7078524494e-01 -2.5905264770e-03 -1.4238531641e-01
2.1000000000e-02 4.1999508868e+03 -6.0496650284e-05 1.4161660526e-02 6.1389505743e-03 1.0975941039e-03 -3.2932458693e-05 3.2732288003e-01 -1.2140494041e-03 -3.9884747304e-03
2.2000000000e-02 4.2502557495e+03 -1.8036091955e-05 1.4216976293e-02 2.9231132573e-04 1.1116829332e-03 2.3533948693e-05 3.8028275331e-01 -4.2521527695e-04 1.2981342996e-03
2.3000000000e-02 4.3287777331e+03 -1.5966985027e-05 1.9161982542e-02 1.1478741762e-02 1.5155142980e-03 1.0826877165e-04 3.2419885329e-01 -2.0971690646e-03 5.4442903516e-04
2.4000000000e-02 4.3332375362e+03 4.0808347520e-05 4.6667882102e-03 -1.6603112366e-02 1.4796878546e-03 2.9630226803e-04 1.1526876279e+00 2.3238151511e-03 7.3149521559e-02
2.5000000000e-02 4.3836684801e+03 -1.7112646692e-06 2.1672194605e-02 1.0734417887e-02 1.6919314728e-03 -1.8090432757e-04 3.3778593095e-01 -1.7986826948e-03 1.8546598764e-03
2.6000000000e-02 4.4099022642e+03 -4.0861435116e-05 2.7606700251e-02 3.2799816501e-02 1.6083163895e-03 -1.0276278032e-04 3.8939785469e-01 -1.7622271531e-03 -4.6332100399e-02
2.7000000000e-02 4.4032739409e+03 4.2443261938e-05 2.2835983776e-02 5.9880473728e-03 1.9351719541e-03 -1.5887551664e-04 3.3653868146e-01 -7.8437547748e-04 5.5409199707e-03
2.8000000000e-02 4.4311915669e+03 -2.1817701126e-05 2.1713763604e-02 -1.4652378185e-03 1.8272768819e-03 7.1385624387e-05 3.3743028962e-01 -4.8873809772e-06 1.6439770899e-03
2.9000000000e-02 4.4632677307e+03 -4.6967432292e-04 2.2895931611e-02 -9.5405984631e-04 2.0646435626e-03 1.3105136491e-04 3.3977397546e-01 4.6208518923e-04 6.4135935927e-04
3.0000000000e-02 4.5041270531e+03 -1.2177872799e-03 2.6308377123e-02 -9.3683592523e-03 1.9938076180e-03 7.1282346695e-04 3.4526722670e-01 2.4551102532e-03 -1.8911724090e-03
3.1000000000e-02 4.5471153432e+03 -6.4078838140e-03 3.7627032675e-02 1.7556752332e-03 1.7469898343e-03 -1.1887966731e-03 3.0450609291e-01 2.7014090059e-03 -5.8862163394e-03
3.2000000000e-02 4.5825006450e+03 -2.5247335540e-02 7.3945175345e-02 8.3563977275e-02 5.4549876027e-03 -6.7109189763e-03 3.0322521488e-01 -2.0673077660e-03 -4.2045997852e-03
3.3000000000e-02 4.6170394030e+03 -9.3940087801e-02 1.9864429188e-01 3.2350027448e-01 1.3800526026e-02 -2.9278291687e-02 3.5575743683e-01 -1.0515573369e-02 1.3282240753e-01
3.4000000000e-02 4.6417128013e+03 -2.1270870070e-01 4.6586686537e-01 8.2408177279e-01 9.6805991898e-03 -1.1731091415e-02 3.4731016872e-01 2.4720758510e-03 1.2088457050e-01
3.5000000000e-02 4.6569268847e+03 -7.9585377582e-02 1.6171545591e-01 -4.8393612539e-01 -1.1596164690e-01 3.3381568034e-01 8.9774280534e-01 2.3851349428e-01 -2.0177657149e+00
3.6000000000e-02 4.6435076758e+03 4.4951999755e-01 -1.8010677851e+00 -6.2544775771e+00 -4.1295046098e-01 4.2863854855e-01 3.5456559446e+00 1.4747932187e+00 -7.2456167973e+00
3.7000000000e-02 4.6587343435e+03 4.1185919796e+00 -2.1613333326e+01 -3.6938380220e+01 3.2990527801e-01 1.3009267758e+01 7.0965222577e+00 7.2408612941e+00 -4.5594807619e+01
3.8000000000e-02 4.5455140180e+03 2.4496279933e+00 -9.0539866629e+00 -1.8604149803e+01 1.9213583578e-01 -9.0021251920e-01 5.2828572241e+00 2.3363594084e+00 -1.1089663664e+01
3.9000000000e-02 4.5302386761e+03 8.8939614995e-01 -9.2749354889e+00 -1.2235182817e+01 3.9046481763e-01 -2.2594128204e+00 2.1426273746e+00 4.6224442923e-01 4.8677452294e+00
4.0000000000e-02 4.5694700268e+03 1.5203425621e+00 -4.8516456855e+00 -5.5166292351e+00 -6.6722453155e-01 3.3802966011e+00 -9.1690220537e+00 -1.8825096313e+00 -7.1973642573e+00
4.1000000000e-02 4.5930247295e+03 -1.1032431124e-01 -2.8119052279e+00 -1.6688048152e+00 4.4987502103e-01 -6.3116327949e-01 -3.8206107983e+00 -2.9100774693e+00 6.9323130452e+00
4.2000000000e-02 4.6135404769e+03 -1.4037486274e+00 -2.5659821720e+00 2.6476059757e+00 -3.9948818971e-02 -5.0323042062e-01 2.0811851757e+00 -1.7330534063e-01 1.7998425379e+00
4.3000000000e-02 4.6391511089e+03 1.2574443500e+00 -2.1746655111e+00 6.7976961679e+00 1.8089715361e+00 2.2799929875e+00 4.1451697275e+00 4.7648265831e-01 -1.4886883545e+01
4.4000000000e-02 4.6780729178e+03 -7.0095070919e-01 -2.3173718775e+00 3.0819248655e+00 -8.0526988182e-01 2.1667847021e+00 5.0511600265e+00 3.5022274832e+00 -2.6430481236e+01
